time	V(contra)	V(contrd)
6.783347723092925e+00	5.710770e+00	3.000000e+00
6.783348318041557e+00	5.710776e+00	4.000000e+00
6.793062493056667e+00	5.817468e+00	4.000000e+00
6.802776668071776e+00	5.927462e+00	4.000000e+00
6.812490843086886e+00	6.040760e+00	4.000000e+00
6.822205018101995e+00	6.157360e+00	4.000000e+00
6.831919193117105e+00	6.277264e+00	4.000000e+00
6.841633368132214e+00	6.400470e+00	4.000000e+00
6.851347543147324e+00	6.526980e+00	4.000000e+00
6.879832763018781e+00	6.850888e+00	4.000000e+00
6.911066485815962e+00	7.176879e+00	4.000000e+00
6.914597303912376e+00	7.216044e+00	4.000000e+00
6.921658940105204e+00	7.295499e+00	4.000000e+00
6.925089764329747e+00	7.334711e+00	4.000000e+00
6.925090626345884e+00	7.334721e+00	6.000000e+00
6.930699389158998e+00	7.399780e+00	6.000000e+00
6.936308151972113e+00	7.465637e+00	6.000000e+00
6.941916914785227e+00	7.532291e+00	6.000000e+00
6.947525677598342e+00	7.599743e+00	6.000000e+00
6.953134440411457e+00	7.667991e+00	6.000000e+00
6.958743203224572e+00	7.737037e+00	6.000000e+00
6.964351966037686e+00	7.806880e+00	6.000000e+00
6.969203914573106e+00	7.860670e+00	6.000000e+00
6.974055863108526e+00	7.914401e+00	6.000000e+00
6.978907811643945e+00	7.968073e+00	6.000000e+00
6.983759760179366e+00	8.021685e+00	6.000000e+00
6.988611708714785e+00	8.075239e+00	6.000000e+00
6.993463657250206e+00	8.128734e+00	6.000000e+00
6.998315605785625e+00	8.182170e+00	6.000000e+00
7.006105211253568e+00	8.266133e+00	6.000000e+00
7.013894816721510e+00	8.348750e+00	6.000000e+00
7.021684422189454e+00	8.430023e+00	6.000000e+00
7.029474027657397e+00	8.509950e+00	6.000000e+00
7.037263633125340e+00	8.588532e+00	6.000000e+00
7.045053238593282e+00	8.665769e+00	6.000000e+00
7.052842844061225e+00	8.741661e+00	6.000000e+00
7.059337220324019e+00	8.804667e+00	6.000000e+00
7.071835493423404e+00	8.924683e+00	6.000000e+00
7.074480123695230e+00	8.950363e+00	6.000000e+00
7.077124753967058e+00	8.975575e+00	6.000000e+00
7.079769384238885e+00	9.000317e+00	6.000000e+00
7.082414014510713e+00	9.024592e+00	6.000000e+00
7.085058644782539e+00	9.048397e+00	6.000000e+00
7.087703275054367e+00	9.071734e+00	6.000000e+00
7.090347905326194e+00	9.094602e+00	6.000000e+00
7.099685691367978e+00	9.149553e+00	6.000000e+00
7.106938297150518e+00	9.187027e+00	6.000000e+00
7.119876570218604e+00	9.256828e+00	6.000000e+00
7.139549920863773e+00	9.368386e+00	6.000000e+00
7.163699837620089e+00	9.502510e+00	6.000000e+00
7.180904059915397e+00	9.599827e+00	6.000000e+00
7.198842627120967e+00	9.691792e+00	6.000000e+00
7.222418258002754e+00	9.851775e+00	6.000000e+00
7.228924050369467e+00	9.907033e+00	6.000000e+00
7.235429842736180e+00	9.968722e+00	6.000000e+00
7.241935635102893e+00	1.003684e+01	6.000000e+00
7.248441427469606e+00	1.011139e+01	6.000000e+00
7.254947219836319e+00	1.019237e+01	6.000000e+00
7.261453012203032e+00	1.027978e+01	6.000000e+00
7.267958804569744e+00	1.037362e+01	6.000000e+00
7.274296463268078e+00	1.045754e+01	6.000000e+00
7.280634121966411e+00	1.054804e+01	6.000000e+00
7.286971780664745e+00	1.064515e+01	6.000000e+00
7.293309439363079e+00	1.074885e+01	6.000000e+00
7.299647098061413e+00	1.085914e+01	6.000000e+00
7.305984756759746e+00	1.097602e+01	6.000000e+00
7.312322415458079e+00	1.109950e+01	6.000000e+00
7.332327683959942e+00	1.159948e+01	6.000000e+00
7.337073365462955e+00	1.174360e+01	6.000000e+00
7.341819046965969e+00	1.188931e+01	6.000000e+00
7.346564728468982e+00	1.203659e+01	6.000000e+00
7.351310409971996e+00	1.218547e+01	6.000000e+00
7.356056091475009e+00	1.233592e+01	6.000000e+00
7.360801772978022e+00	1.248795e+01	6.000000e+00
7.365547454481035e+00	1.264157e+01	6.000000e+00
7.372745135701286e+00	1.288108e+01	6.000000e+00
7.379942816921536e+00	1.311766e+01	6.000000e+00
7.387140498141787e+00	1.335129e+01	6.000000e+00
7.394338179362037e+00	1.358199e+01	6.000000e+00
7.401535860582287e+00	1.380976e+01	6.000000e+00
7.408733541802538e+00	1.403458e+01	6.000000e+00
7.415931223022788e+00	1.425647e+01	6.000000e+00
7.423096991839541e+00	1.447641e+01	6.000000e+00
7.430262760656294e+00	1.469327e+01	6.000000e+00
7.437428529473047e+00	1.490707e+01	6.000000e+00
7.444594298289800e+00	1.511779e+01	6.000000e+00
7.451760067106553e+00	1.532544e+01	6.000000e+00
7.458925835923306e+00	1.553002e+01	6.000000e+00
7.466091604740059e+00	1.573152e+01	6.000000e+00
7.473486754236318e+00	1.590450e+01	6.000000e+00
7.478784884601868e+00	1.600382e+01	6.000000e+00
7.484083014967418e+00	1.609841e+01	6.000000e+00
7.489381145332969e+00	1.618827e+01	6.000000e+00
7.494679275698520e+00	1.627341e+01	6.000000e+00
7.499977406064070e+00	1.635381e+01	6.000000e+00
7.505275536429620e+00	1.642950e+01	6.000000e+00
7.510573666795170e+00	1.650045e+01	6.000000e+00
7.510574375946692e+00	1.650046e+01	5.000000e+00
7.513600816745852e+00	1.653007e+01	5.000000e+00
7.516627257545011e+00	1.655781e+01	5.000000e+00
7.519653698344171e+00	1.658368e+01	5.000000e+00
7.522680139143330e+00	1.660768e+01	5.000000e+00
7.525706579942490e+00	1.662981e+01	5.000000e+00
7.528733020741649e+00	1.665007e+01	5.000000e+00
7.531759461540809e+00	1.666846e+01	5.000000e+00
7.540682625588582e+00	1.669846e+01	5.000000e+00
7.543384789276847e+00	1.670820e+01	5.000000e+00
7.546086952965113e+00	1.671540e+01	5.000000e+00
7.548789116653378e+00	1.672007e+01	5.000000e+00
7.551491280341644e+00	1.672221e+01	5.000000e+00
7.554193444029909e+00	1.672181e+01	5.000000e+00
7.556895607718174e+00	1.671887e+01	5.000000e+00
7.559597771406439e+00	1.671340e+01	5.000000e+00
7.560720662205665e+00	1.670794e+01	5.000000e+00
7.561843553004890e+00	1.670235e+01	5.000000e+00
7.562966443804116e+00	1.669662e+01	5.000000e+00
7.564089334603342e+00	1.669076e+01	5.000000e+00
7.565212225402568e+00	1.668475e+01	5.000000e+00
7.566335116201794e+00	1.667862e+01	5.000000e+00
7.567458007001020e+00	1.667234e+01	5.000000e+00
7.567458586536196e+00	1.667234e+01	3.000000e+00
7.569620894371594e+00	1.665984e+01	3.000000e+00
7.571783202206992e+00	1.664690e+01	3.000000e+00
7.573945510042390e+00	1.663353e+01	3.000000e+00
7.576107817877787e+00	1.661972e+01	3.000000e+00
7.578270125713185e+00	1.660548e+01	3.000000e+00
7.580432433548583e+00	1.659080e+01	3.000000e+00
7.582594741383981e+00	1.657568e+01	3.000000e+00
7.582595320919157e+00	1.657568e+01	5.000000e+00
7.586230106202425e+00	1.655021e+01	5.000000e+00
7.589864891485693e+00	1.652090e+01	5.000000e+00
7.593499676768960e+00	1.648775e+01	5.000000e+00
7.597134462052228e+00	1.645076e+01	5.000000e+00
7.600769247335496e+00	1.640994e+01	5.000000e+00
7.604404032618763e+00	1.636529e+01	5.000000e+00
7.608038817902031e+00	1.631679e+01	5.000000e+00
7.615266830573316e+00	1.622455e+01	5.000000e+00
7.624904180801696e+00	1.609704e+01	5.000000e+00
7.631237771642171e+00	1.599068e+01	5.000000e+00
7.637258250783721e+00	1.588480e+01	5.000000e+00
7.644079567849845e+00	1.575368e+01	5.000000e+00
7.653674131286933e+00	1.556817e+01	5.000000e+00
7.663449634913332e+00	1.536560e+01	5.000000e+00
7.676483639748529e+00	1.509395e+01	5.000000e+00
7.690451713404224e+00	1.476790e+01	5.000000e+00
7.700927768645995e+00	1.452604e+01	5.000000e+00
7.714895842301690e+00	1.418235e+01	5.000000e+00
7.720037758273497e+00	1.406612e+01	5.000000e+00
7.725179674245303e+00	1.395266e+01	5.000000e+00
7.730321590217110e+00	1.384199e+01	5.000000e+00
7.735463506188916e+00	1.373409e+01	5.000000e+00
7.740605422160723e+00	1.362897e+01	5.000000e+00
7.745747338132529e+00	1.352663e+01	5.000000e+00
7.750889254104336e+00	1.342707e+01	5.000000e+00
7.766062509938364e+00	1.312921e+01	5.000000e+00
7.779068157796103e+00	1.291066e+01	5.000000e+00
7.788939768148492e+00	1.276712e+01	5.000000e+00
7.798811378500879e+00	1.264742e+01	5.000000e+00
7.808682988853268e+00	1.255156e+01	5.000000e+00
7.818554599205656e+00	1.247953e+01	5.000000e+00
7.828426209558045e+00	1.243133e+01	5.000000e+00
7.838297819910433e+00	1.240697e+01	5.000000e+00
7.848169430262821e+00	1.240644e+01	5.000000e+00
7.855851305152134e+00	1.243491e+01	5.000000e+00
7.863533180041448e+00	1.248260e+01	5.000000e+00
7.871215054930761e+00	1.254948e+01	5.000000e+00
7.878896929820074e+00	1.263557e+01	5.000000e+00
7.886578804709386e+00	1.274087e+01	5.000000e+00
7.894260679598700e+00	1.286537e+01	5.000000e+00
7.901942554488013e+00	1.300907e+01	5.000000e+00
7.909364259211495e+00	1.312601e+01	5.000000e+00
7.913233642326874e+00	1.318429e+01	5.000000e+00
7.917103025442254e+00	1.324505e+01	5.000000e+00
7.920972408557633e+00	1.330828e+01	5.000000e+00
7.924841791673012e+00	1.337398e+01	5.000000e+00
7.928711174788392e+00	1.344215e+01	5.000000e+00
7.932580557903771e+00	1.351280e+01	5.000000e+00
7.936449941019150e+00	1.358591e+01	5.000000e+00
7.939011004678877e+00	1.363077e+01	5.000000e+00
7.941433501000964e+00	1.366976e+01	5.000000e+00
7.943886166815794e+00	1.370844e+01	5.000000e+00
7.948148343884216e+00	1.377841e+01	5.000000e+00
7.955101990524276e+00	1.389589e+01	5.000000e+00
7.970562925067200e+00	1.416378e+01	5.000000e+00
7.977625241212627e+00	1.429253e+01	5.000000e+00
7.984687557358055e+00	1.441432e+01	5.000000e+00
7.991749873503482e+00	1.452915e+01	5.000000e+00
7.998812189648909e+00	1.463702e+01	5.000000e+00
8.005874505794337e+00	1.473794e+01	5.000000e+00
8.012936821939764e+00	1.483190e+01	5.000000e+00
8.019999138085192e+00	1.491891e+01	5.000000e+00
8.033816982442401e+00	1.503289e+01	5.000000e+00
8.036817843369633e+00	1.506391e+01	5.000000e+00
8.039818704296865e+00	1.508399e+01	5.000000e+00
8.042819565224097e+00	1.509312e+01	5.000000e+00
8.045820426151328e+00	1.509131e+01	5.000000e+00
8.048821287078560e+00	1.507856e+01	5.000000e+00
8.051822148005792e+00	1.505486e+01	5.000000e+00
8.054823008933024e+00	1.502022e+01	5.000000e+00
8.055141532046934e+00	1.501677e+01	5.000000e+00
8.055460055160843e+00	1.501324e+01	5.000000e+00
8.055778578274753e+00	1.500961e+01	5.000000e+00
8.056097101388664e+00	1.500590e+01	5.000000e+00
8.056415624502574e+00	1.500210e+01	5.000000e+00
8.056734147616483e+00	1.499821e+01	5.000000e+00
8.057052670730393e+00	1.499424e+01	5.000000e+00
8.063710833580849e+00	1.478052e+01	5.000000e+00
8.070368996431306e+00	1.456117e+01	5.000000e+00
8.077027159281762e+00	1.433618e+01	5.000000e+00
8.083685322132219e+00	1.410556e+01	5.000000e+00
8.090343484982675e+00	1.386931e+01	5.000000e+00
8.097001647833132e+00	1.362742e+01	5.000000e+00
8.103659810683588e+00	1.337990e+01	5.000000e+00
8.106211376232803e+00	1.329373e+01	5.000000e+00
8.108762941782020e+00	1.320895e+01	5.000000e+00
8.111314507331235e+00	1.312557e+01	5.000000e+00
8.113866072880452e+00	1.304360e+01	5.000000e+00
8.116417638429667e+00	1.296302e+01	5.000000e+00
8.118969203978883e+00	1.288385e+01	5.000000e+00
8.121520769528098e+00	1.280607e+01	5.000000e+00
8.121521728097431e+00	1.280604e+01	4.000000e+00
8.127418917481252e+00	1.263637e+01	4.000000e+00
8.133316106865074e+00	1.245748e+01	4.000000e+00
8.139213296248895e+00	1.226936e+01	4.000000e+00
8.145110485632717e+00	1.207203e+01	4.000000e+00
8.151007675016539e+00	1.186547e+01	4.000000e+00
8.156904864400360e+00	1.164970e+01	4.000000e+00
8.162802053784182e+00	1.142470e+01	4.000000e+00
8.175171714098292e+00	1.102267e+01	4.000000e+00
8.180119578223936e+00	1.087862e+01	4.000000e+00
8.190015306475225e+00	1.061892e+01	4.000000e+00
8.197189091931344e+00	1.043394e+01	4.000000e+00
8.204362877387464e+00	1.026842e+01	4.000000e+00
8.211536662843583e+00	1.012238e+01	4.000000e+00
8.218710448299705e+00	9.995794e+00	4.000000e+00
8.225884233755824e+00	9.888680e+00	4.000000e+00
8.233058019211944e+00	9.801034e+00	4.000000e+00
8.240231804668063e+00	9.732856e+00	4.000000e+00
8.245037470878218e+00	9.693211e+00	4.000000e+00
8.249843137088375e+00	9.658439e+00	4.000000e+00
8.254648803298529e+00	9.628539e+00	4.000000e+00
8.259454469508686e+00	9.603512e+00	4.000000e+00
8.264260135718841e+00	9.583357e+00	4.000000e+00
8.269065801928997e+00	9.568074e+00	4.000000e+00
8.273871468139152e+00	9.557663e+00	4.000000e+00
8.279461700178269e+00	9.553232e+00	4.000000e+00
8.285051932217385e+00	9.553807e+00	4.000000e+00
8.290642164256502e+00	9.559389e+00	4.000000e+00
8.296232396295617e+00	9.569977e+00	4.000000e+00
8.301822628334733e+00	9.585573e+00	4.000000e+00
8.307412860373850e+00	9.606174e+00	4.000000e+00
8.313003092412966e+00	9.631783e+00	4.000000e+00
8.315871813674224e+00	9.646236e+00	4.000000e+00
8.323043616827368e+00	9.690108e+00	4.000000e+00
8.326566644309493e+00	9.710730e+00	4.000000e+00
8.330089671791615e+00	9.732831e+00	4.000000e+00
8.333612699273740e+00	9.756409e+00	4.000000e+00
8.337135726755864e+00	9.781466e+00	4.000000e+00
8.340658754237989e+00	9.808002e+00	4.000000e+00
8.344181781720112e+00	9.836016e+00	4.000000e+00
8.347704809202236e+00	9.865508e+00	4.000000e+00
8.357266178018518e+00	9.944196e+00	4.000000e+00
8.368734689337991e+00	9.999228e+00	4.000000e+00
8.379261698214501e+00	1.006284e+01	4.000000e+00
8.400315715967521e+00	1.024431e+01	4.000000e+00
8.419709934067846e+00	1.048098e+01	4.000000e+00
8.422849222411610e+00	1.052244e+01	4.000000e+00
8.430697443271022e+00	1.061270e+01	4.000000e+00
8.436142521837482e+00	1.067635e+01	4.000000e+00
8.441587600403942e+00	1.073506e+01	4.000000e+00
8.447032678970402e+00	1.078884e+01	4.000000e+00
8.452477757536860e+00	1.083769e+01	4.000000e+00
8.457922836103320e+00	1.088159e+01	4.000000e+00
8.463367914669780e+00	1.092056e+01	4.000000e+00
8.468812993236240e+00	1.095459e+01	4.000000e+00
8.470889177049719e+00	1.096191e+01	4.000000e+00
8.472965360863197e+00	1.096993e+01	4.000000e+00
8.475041544676676e+00	1.097865e+01	4.000000e+00
8.477117728490157e+00	1.098806e+01	4.000000e+00
8.479193912303636e+00	1.099816e+01	4.000000e+00
8.481270096117115e+00	1.100896e+01	4.000000e+00
8.483346279930593e+00	1.102046e+01	4.000000e+00
8.490880671998706e+00	1.106989e+01	4.000000e+00
8.492809605864931e+00	1.108434e+01	4.000000e+00
8.496024495641972e+00	1.110996e+01	4.000000e+00
8.500164694341155e+00	1.114362e+01	4.000000e+00
8.504304893040338e+00	1.117861e+01	4.000000e+00
8.508445091739521e+00	1.121493e+01	4.000000e+00
8.512585290438702e+00	1.125257e+01	4.000000e+00
8.516725489137885e+00	1.129155e+01	4.000000e+00
8.520865687837068e+00	1.133185e+01	4.000000e+00
8.525005886536251e+00	1.137349e+01	4.000000e+00
8.529179764741894e+00	1.142169e+01	4.000000e+00
8.533353642947537e+00	1.146872e+01	4.000000e+00
8.537527521153180e+00	1.151459e+01	4.000000e+00
8.541701399358825e+00	1.155929e+01	4.000000e+00
8.545875277564468e+00	1.160282e+01	4.000000e+00
8.550049155770111e+00	1.164519e+01	4.000000e+00
8.554223033975754e+00	1.168639e+01	4.000000e+00
8.558393329610007e+00	1.171305e+01	4.000000e+00
8.563251465269220e+00	1.172978e+01	4.000000e+00
8.567246083956096e+00	1.174620e+01	4.000000e+00
8.571240702642973e+00	1.176059e+01	4.000000e+00
8.575235321329849e+00	1.177293e+01	4.000000e+00
8.579229940016726e+00	1.178323e+01	4.000000e+00
8.583224558703602e+00	1.179149e+01	4.000000e+00
8.587219177390478e+00	1.179770e+01	4.000000e+00
8.591213796077355e+00	1.180188e+01	4.000000e+00
8.592176720707153e+00	1.180160e+01	4.000000e+00
8.593139645336949e+00	1.180127e+01	4.000000e+00
8.594102569966747e+00	1.180088e+01	4.000000e+00
8.595065494596543e+00	1.180043e+01	4.000000e+00
8.596028419226341e+00	1.179992e+01	4.000000e+00
8.596991343856137e+00	1.179936e+01	4.000000e+00
8.597954268485935e+00	1.179874e+01	4.000000e+00
8.598556626747369e+00	1.179834e+01	4.000000e+00
8.599158985008801e+00	1.179793e+01	4.000000e+00
8.599761343270234e+00	1.179751e+01	4.000000e+00
8.600363701531666e+00	1.179707e+01	4.000000e+00
8.600966059793100e+00	1.179662e+01	4.000000e+00
8.601568418054532e+00	1.179615e+01	4.000000e+00
8.602170776315965e+00	1.179567e+01	4.000000e+00
8.602171167113299e+00	1.179567e+01	6.000000e+00
8.606230127789738e+00	1.179197e+01	6.000000e+00
8.610289088466176e+00	1.178791e+01	6.000000e+00
8.614348049142615e+00	1.178348e+01	6.000000e+00
8.618407009819055e+00	1.177868e+01	6.000000e+00
8.622465970495494e+00	1.177352e+01	6.000000e+00
8.626524931171932e+00	1.176799e+01	6.000000e+00
8.630583891848371e+00	1.176209e+01	6.000000e+00
8.630584282645705e+00	1.176209e+01	7.000000e+00
8.634242927282141e+00	1.175674e+01	7.000000e+00
8.637901571918576e+00	1.175147e+01	7.000000e+00
8.641560216555012e+00	1.174629e+01	7.000000e+00
8.645218861191449e+00	1.174118e+01	7.000000e+00
8.648877505827885e+00	1.173615e+01	7.000000e+00
8.652536150464320e+00	1.173120e+01	7.000000e+00
8.656194795100756e+00	1.172632e+01	7.000000e+00
8.662814912233422e+00	1.171734e+01	7.000000e+00
8.669849445229765e+00	1.169068e+01	7.000000e+00
8.676783068511734e+00	1.166051e+01	7.000000e+00
8.683035762915594e+00	1.163581e+01	7.000000e+00
8.692913573094314e+00	1.159903e+01	7.000000e+00
8.697023768570590e+00	1.157874e+01	7.000000e+00
8.698519935918032e+00	1.157309e+01	7.000000e+00
8.698520103162314e+00	1.157309e+01	6.000000e+00
8.702083577916065e+00	1.156028e+01	6.000000e+00
8.705647052669816e+00	1.154884e+01	6.000000e+00
8.709210527423567e+00	1.153877e+01	6.000000e+00
8.712774002177316e+00	1.153007e+01	6.000000e+00
8.716337476931066e+00	1.152273e+01	6.000000e+00
8.719900951684817e+00	1.151676e+01	6.000000e+00
8.723464426438568e+00	1.151216e+01	6.000000e+00
8.729765673844735e+00	1.151189e+01	6.000000e+00
8.736066921250902e+00	1.151309e+01	6.000000e+00
8.742368168657070e+00	1.151576e+01	6.000000e+00
8.748669416063239e+00	1.151989e+01	6.000000e+00
8.754970663469406e+00	1.152549e+01	6.000000e+00
8.761271910875573e+00	1.153255e+01	6.000000e+00
8.767573158281740e+00	1.154108e+01	6.000000e+00
8.773704169095648e+00	1.154625e+01	6.000000e+00
8.779835179909554e+00	1.155998e+01	6.000000e+00
8.785966190723462e+00	1.158228e+01	6.000000e+00
8.792097201537368e+00	1.161314e+01	6.000000e+00
8.798228212351276e+00	1.165256e+01	6.000000e+00
8.804359223165182e+00	1.170054e+01	6.000000e+00
8.810490233979090e+00	1.175709e+01	6.000000e+00
8.814572653457031e+00	1.180184e+01	6.000000e+00
8.818655072934972e+00	1.185180e+01	6.000000e+00
8.822737492412912e+00	1.190697e+01	6.000000e+00
8.826819911890853e+00	1.196734e+01	6.000000e+00
8.830902331368794e+00	1.203292e+01	6.000000e+00
8.834984750846735e+00	1.210370e+01	6.000000e+00
8.839067170324675e+00	1.217969e+01	6.000000e+00
8.849344594967665e+00	1.238337e+01	6.000000e+00
8.851658821748067e+00	1.243252e+01	6.000000e+00
8.853973048528470e+00	1.248239e+01	6.000000e+00
8.856287275308873e+00	1.253298e+01	6.000000e+00
8.858601502089277e+00	1.258428e+01	6.000000e+00
8.860915728869680e+00	1.263630e+01	6.000000e+00
8.863229955650082e+00	1.268905e+01	6.000000e+00
8.865544182430485e+00	1.274251e+01	6.000000e+00
8.865544998894467e+00	1.274253e+01	4.000000e+00
8.868909394286945e+00	1.282982e+01	4.000000e+00
8.872273789679424e+00	1.291858e+01	4.000000e+00
8.875638185071901e+00	1.300881e+01	4.000000e+00
8.879002580464380e+00	1.310052e+01	4.000000e+00
8.882366975856858e+00	1.319370e+01	4.000000e+00
8.885731371249337e+00	1.328835e+01	4.000000e+00
8.889095766641814e+00	1.338448e+01	4.000000e+00
8.895746652317520e+00	1.357526e+01	4.000000e+00
8.899203760253920e+00	1.368097e+01	4.000000e+00
8.902660868190321e+00	1.378908e+01	4.000000e+00
8.906117976126721e+00	1.389959e+01	4.000000e+00
8.909575084063121e+00	1.401251e+01	4.000000e+00
8.913032191999521e+00	1.412782e+01	4.000000e+00
8.916489299935922e+00	1.424552e+01	4.000000e+00
8.919946407872322e+00	1.436563e+01	4.000000e+00
8.922638724927470e+00	1.446002e+01	4.000000e+00
8.925331041982618e+00	1.455529e+01	4.000000e+00
8.928023359037766e+00	1.465144e+01	4.000000e+00
8.930715676092913e+00	1.474846e+01	4.000000e+00
8.933407993148061e+00	1.484636e+01	4.000000e+00
8.936100310203209e+00	1.494514e+01	4.000000e+00
8.938792627258357e+00	1.504480e+01	4.000000e+00
8.938793478968645e+00	1.504483e+01	6.000000e+00
8.940466942111410e+00	1.510857e+01	6.000000e+00
8.942140405254175e+00	1.516750e+01	6.000000e+00
8.943813868396941e+00	1.522161e+01	6.000000e+00
8.945487331539708e+00	1.527091e+01	6.000000e+00
8.947160794682473e+00	1.531540e+01	6.000000e+00
8.948834257825238e+00	1.535507e+01	6.000000e+00
8.950507720968004e+00	1.538993e+01	6.000000e+00
8.954088877712527e+00	1.547226e+01	6.000000e+00
8.957670034457051e+00	1.554952e+01	6.000000e+00
8.961251191201574e+00	1.562172e+01	6.000000e+00
8.964832347946100e+00	1.568886e+01	6.000000e+00
8.968413504690623e+00	1.575094e+01	6.000000e+00
8.971994661435147e+00	1.580796e+01	6.000000e+00
8.975575818179671e+00	1.585992e+01	6.000000e+00
8.976539917674501e+00	1.587334e+01	6.000000e+00
8.977504017169331e+00	1.588581e+01	6.000000e+00
8.978468116664160e+00	1.589732e+01	6.000000e+00
8.979432216158989e+00	1.590787e+01	6.000000e+00
8.980396315653818e+00	1.591747e+01	6.000000e+00
8.981360415148648e+00	1.592611e+01	6.000000e+00
8.982324514643478e+00	1.593379e+01	6.000000e+00
8.982325289109449e+00	1.593380e+01	4.000000e+00
8.983171375059971e+00	1.594125e+01	4.000000e+00
8.984017461010493e+00	1.594785e+01	4.000000e+00
8.984863546961016e+00	1.595358e+01	4.000000e+00
8.985709632911536e+00	1.595845e+01	4.000000e+00
8.986555718862059e+00	1.596247e+01	4.000000e+00
8.987401804812581e+00	1.596563e+01	4.000000e+00
8.988247890763104e+00	1.596792e+01	4.000000e+00
8.988248629042909e+00	1.596793e+01	7.000000e+00
8.989112416414370e+00	1.597058e+01	7.000000e+00
8.989976203785833e+00	1.597302e+01	7.000000e+00
8.990839991157294e+00	1.597523e+01	7.000000e+00
8.991703778528755e+00	1.597723e+01	7.000000e+00
8.992567565900217e+00	1.597901e+01	7.000000e+00
8.993431353271680e+00	1.598057e+01	7.000000e+00
8.994295140643141e+00	1.598191e+01	7.000000e+00
8.996698979381481e+00	1.598411e+01	7.000000e+00
8.998918632345765e+00	1.598313e+01	7.000000e+00
9.001886101213792e+00	1.597789e+01	7.000000e+00
9.006700633117356e+00	1.595387e+01	7.000000e+00
9.010885262925514e+00	1.592867e+01	7.000000e+00
9.015069892733672e+00	1.589864e+01	7.000000e+00
9.019254522541830e+00	1.586378e+01	7.000000e+00
9.023439152349988e+00	1.582410e+01	7.000000e+00
9.027623782158146e+00	1.577959e+01	7.000000e+00
9.031808411966304e+00	1.573026e+01	7.000000e+00
9.035993041774462e+00	1.567610e+01	7.000000e+00
9.035993716452644e+00	1.567609e+01	6.000000e+00
9.042271881586059e+00	1.558766e+01	6.000000e+00
9.048550046719471e+00	1.548077e+01	6.000000e+00
9.054828211852886e+00	1.535544e+01	6.000000e+00
9.061106376986299e+00	1.521165e+01	6.000000e+00
9.067384542119713e+00	1.504941e+01	6.000000e+00
9.073662707253126e+00	1.486872e+01	6.000000e+00
9.079940872386540e+00	1.466957e+01	6.000000e+00
9.091146140253322e+00	1.422323e+01	6.000000e+00
9.098173911883849e+00	1.384558e+01	6.000000e+00
9.109185964774733e+00	1.326437e+01	6.000000e+00
9.113345824992901e+00	1.304814e+01	6.000000e+00
9.117505685211070e+00	1.283609e+01	6.000000e+00
9.121665545429238e+00	1.262823e+01	6.000000e+00
9.125825405647406e+00	1.242454e+01	6.000000e+00
9.129985265865574e+00	1.222504e+01	6.000000e+00
9.134145126083743e+00	1.202972e+01	6.000000e+00
9.138304986301911e+00	1.183858e+01	6.000000e+00
9.141694544821458e+00	1.168294e+01	6.000000e+00
9.144818323954080e+00	1.153918e+01	6.000000e+00
9.145646989070196e+00	1.150151e+01	6.000000e+00
9.146475654186311e+00	1.146406e+01	6.000000e+00
9.147304319302426e+00	1.142684e+01	6.000000e+00
9.148132984418542e+00	1.138986e+01	6.000000e+00
9.148961649534657e+00	1.135311e+01	6.000000e+00
9.149790314650772e+00	1.131659e+01	6.000000e+00
9.150618979766888e+00	1.128029e+01	6.000000e+00
9.150619237572018e+00	1.128028e+01	3.000000e+00
9.153334514866067e+00	1.116275e+01	3.000000e+00
9.156049792160115e+00	1.104806e+01	3.000000e+00
9.158765069454164e+00	1.093620e+01	3.000000e+00
9.161480346748212e+00	1.082718e+01	3.000000e+00
9.164195624042261e+00	1.072099e+01	3.000000e+00
9.166910901336308e+00	1.061764e+01	3.000000e+00
9.169626178630358e+00	1.051713e+01	3.000000e+00
9.182297816409424e+00	1.008573e+01	3.000000e+00
9.195402599960531e+00	9.698409e+00	3.000000e+00
9.214220606776221e+00	9.266076e+00	3.000000e+00
9.220499137316096e+00	9.149230e+00	3.000000e+00
9.233056198395847e+00	8.962545e+00	3.000000e+00
9.252742237187899e+00	8.794268e+00	3.000000e+00
9.274192609518723e+00	8.763149e+00	3.000000e+00
9.282333397641283e+00	8.772805e+00	3.000000e+00
9.290474185763841e+00	8.800041e+00	3.000000e+00
9.298614973886401e+00	8.844859e+00	3.000000e+00
9.306755762008962e+00	8.907257e+00	3.000000e+00
9.314896550131522e+00	8.987237e+00	3.000000e+00
9.323037338254080e+00	9.084798e+00	3.000000e+00
9.331178126376640e+00	9.199941e+00	3.000000e+00
9.333297222365086e+00	9.230943e+00	3.000000e+00
9.335416318353532e+00	9.261266e+00	3.000000e+00
9.337535414341978e+00	9.290908e+00	3.000000e+00
9.339654510330426e+00	9.319869e+00	3.000000e+00
9.341773606318872e+00	9.348150e+00	3.000000e+00
9.343892702307318e+00	9.375750e+00	3.000000e+00
9.346011798295764e+00	9.402670e+00	3.000000e+00
9.349406973107289e+00	9.427599e+00	3.000000e+00
9.352802147918814e+00	9.452894e+00	3.000000e+00
9.356197322730338e+00	9.478556e+00	3.000000e+00
9.359592497541865e+00	9.504583e+00	3.000000e+00
9.362987672353389e+00	9.530977e+00	3.000000e+00
9.366382847164914e+00	9.557736e+00	3.000000e+00
9.369778021976439e+00	9.584862e+00	3.000000e+00
