time	V(contra)	V(contrd)
4.305967869199695e-01	3.512839e+01	8.000000e+00
4.363681061873482e-01	3.511899e+01	8.000000e+00
4.374592273513220e-01	3.511644e+01	8.000000e+00
4.385503485152958e-01	3.511413e+01	8.000000e+00
4.396414696792695e-01	3.511206e+01	8.000000e+00
4.407325908432433e-01	3.511024e+01	8.000000e+00
4.418237120072171e-01	3.510865e+01	8.000000e+00
4.429148331711909e-01	3.510731e+01	8.000000e+00
4.440059543351647e-01	3.510621e+01	8.000000e+00
4.440067757416439e-01	3.510621e+01	9.000000e+00
4.441209139879453e-01	3.510612e+01	9.000000e+00
4.442350522342467e-01	3.510603e+01	9.000000e+00
4.443491904805481e-01	3.510593e+01	9.000000e+00
4.444633287268494e-01	3.510582e+01	9.000000e+00
4.445774669731508e-01	3.510571e+01	9.000000e+00
4.446916052194522e-01	3.510560e+01	9.000000e+00
4.448057434657535e-01	3.510548e+01	9.000000e+00
4.449463214565116e-01	3.510525e+01	9.000000e+00
4.449466930882883e-01	3.510525e+01	1.000000e+01
4.471084751328196e-01	3.510228e+01	1.000000e+01
4.471092183963729e-01	3.510228e+01	1.100000e+01
4.513248009165972e-01	3.509354e+01	1.100000e+01
4.555403834368216e-01	3.508623e+01	1.100000e+01
4.597559659570459e-01	3.508034e+01	1.100000e+01
4.639715484772703e-01	3.507587e+01	1.100000e+01
4.681871309974947e-01	3.507282e+01	1.100000e+01
4.724027135177191e-01	3.507119e+01	1.100000e+01
4.766182960379434e-01	3.507098e+01	1.100000e+01
4.804936015435514e-01	3.507443e+01	1.100000e+01
4.843689070491594e-01	3.507749e+01	1.100000e+01
4.882442125547674e-01	3.508014e+01	1.100000e+01
4.921195180603754e-01	3.508240e+01	1.100000e+01
4.959948235659833e-01	3.508426e+01	1.100000e+01
4.998701290715913e-01	3.508572e+01	1.100000e+01
5.037454345771993e-01	3.508678e+01	1.100000e+01
5.037460047988406e-01	3.508678e+01	1.300000e+01
5.088068798172604e-01	3.509843e+01	1.300000e+01
5.138677548356801e-01	3.511281e+01	1.300000e+01
5.189286298540999e-01	3.512995e+01	1.300000e+01
5.239895048725198e-01	3.514982e+01	1.300000e+01
5.290503798909396e-01	3.517244e+01	1.300000e+01
5.341112549093594e-01	3.519780e+01	1.300000e+01
5.391721299277792e-01	3.522591e+01	1.300000e+01
5.404381100892679e-01	3.523227e+01	1.300000e+01
5.417040902507567e-01	3.523892e+01	1.300000e+01
5.429700704122454e-01	3.524587e+01	1.300000e+01
5.442360505737341e-01	3.525311e+01	1.300000e+01
5.455020307352229e-01	3.526065e+01	1.300000e+01
5.467680108967117e-01	3.526848e+01	1.300000e+01
5.480339910582004e-01	3.527660e+01	1.300000e+01
5.533241069848632e-01	3.531349e+01	1.300000e+01
5.586142229115262e-01	3.535476e+01	1.300000e+01
5.639043388381890e-01	3.540040e+01	1.300000e+01
5.691944547648519e-01	3.545041e+01	1.300000e+01
5.744845706915148e-01	3.550480e+01	1.300000e+01
5.797746866181777e-01	3.556356e+01	1.300000e+01
5.850648025448405e-01	3.562669e+01	1.300000e+01
5.866716669794039e-01	3.564382e+01	1.300000e+01
5.882785314139674e-01	3.566098e+01	1.300000e+01
5.898853958485307e-01	3.567819e+01	1.300000e+01
5.914922602830942e-01	3.569543e+01	1.300000e+01
5.930991247176576e-01	3.571271e+01	1.300000e+01
5.947059891522211e-01	3.573003e+01	1.300000e+01
5.963128535867844e-01	3.574739e+01	1.300000e+01
5.982349888914205e-01	3.576720e+01	1.300000e+01
6.001571241960564e-01	3.578513e+01	1.300000e+01
6.020792595006924e-01	3.580117e+01	1.300000e+01
6.040013948053283e-01	3.581533e+01	1.300000e+01
6.059235301099644e-01	3.582760e+01	1.300000e+01
6.078456654146003e-01	3.583799e+01	1.300000e+01
6.097678007192363e-01	3.584649e+01	1.300000e+01
6.114798613816163e-01	3.585309e+01	1.300000e+01
6.131919220439962e-01	3.585855e+01	1.300000e+01
6.149039827063761e-01	3.586287e+01	1.300000e+01
6.166160433687561e-01	3.586606e+01	1.300000e+01
6.183281040311360e-01	3.586810e+01	1.300000e+01
6.200401646935160e-01	3.586901e+01	1.300000e+01
6.217522253558959e-01	3.586878e+01	1.300000e+01
6.237353808289331e-01	3.586968e+01	1.300000e+01
6.257185363019702e-01	3.587107e+01	1.300000e+01
6.277016917750073e-01	3.587295e+01	1.300000e+01
6.296848472480444e-01	3.587533e+01	1.300000e+01
6.316680027210816e-01	3.587819e+01	1.300000e+01
6.336511581941187e-01	3.588155e+01	1.300000e+01
6.356343136671558e-01	3.588541e+01	1.300000e+01
6.364479159125044e-01	3.588736e+01	1.300000e+01
6.372615181578529e-01	3.588925e+01	1.300000e+01
6.380751204032015e-01	3.589107e+01	1.300000e+01
6.388887226485501e-01	3.589282e+01	1.300000e+01
6.397023248938987e-01	3.589451e+01	1.300000e+01
6.405159271392472e-01	3.589613e+01	1.300000e+01
6.413295293845958e-01	3.589769e+01	1.300000e+01
6.416854803669357e-01	3.589794e+01	1.300000e+01
6.420414313492757e-01	3.589807e+01	1.300000e+01
6.423973823316157e-01	3.589806e+01	1.300000e+01
6.427533333139558e-01	3.589792e+01	1.300000e+01
6.431092842962958e-01	3.589765e+01	1.300000e+01
6.434652352786357e-01	3.589725e+01	1.300000e+01
6.438211862609757e-01	3.589671e+01	1.300000e+01
6.449278323033367e-01	3.589575e+01	1.300000e+01
6.449283884767466e-01	3.589575e+01	1.100000e+01
6.456759451296689e-01	3.589412e+01	1.100000e+01
6.464235017825911e-01	3.589253e+01	1.100000e+01
6.471710584355134e-01	3.589098e+01	1.100000e+01
6.479186150884355e-01	3.588945e+01	1.100000e+01
6.486661717413578e-01	3.588796e+01	1.100000e+01
6.494137283942800e-01	3.588650e+01	1.100000e+01
6.501612850472023e-01	3.588507e+01	1.100000e+01
6.501618412206122e-01	3.588507e+01	9.000000e+00
6.522293364185944e-01	3.587993e+01	9.000000e+00
6.542968316165766e-01	3.587523e+01	9.000000e+00
6.563643268145588e-01	3.587096e+01	9.000000e+00
6.584318220125411e-01	3.586713e+01	9.000000e+00
6.604993172105234e-01	3.586375e+01	9.000000e+00
6.625668124085056e-01	3.586080e+01	9.000000e+00
6.646343076064878e-01	3.585828e+01	9.000000e+00
6.646348637798977e-01	3.585828e+01	1.000000e+01
6.680662104017873e-01	3.585663e+01	1.000000e+01
6.714975570236770e-01	3.585574e+01	1.000000e+01
6.749289036455666e-01	3.585562e+01	1.000000e+01
6.783602502674563e-01	3.585628e+01	1.000000e+01
6.817915968893459e-01	3.585771e+01	1.000000e+01
6.852229435112356e-01	3.585990e+01	1.000000e+01
6.886542901331252e-01	3.586287e+01	1.000000e+01
6.939204535458088e-01	3.586314e+01	1.000000e+01
6.990009384091734e-01	3.585935e+01	1.000000e+01
7.018421806144703e-01	3.585475e+01	1.000000e+01
7.046834228197674e-01	3.584756e+01	1.000000e+01
7.075246650250643e-01	3.583779e+01	1.000000e+01
7.103659072303612e-01	3.582545e+01	1.000000e+01
7.132071494356581e-01	3.581052e+01	1.000000e+01
7.160483916409551e-01	3.579302e+01	1.000000e+01
7.188896338462520e-01	3.577293e+01	1.000000e+01
7.244301528965523e-01	3.572823e+01	1.000000e+01
7.299706719468526e-01	3.568816e+01	1.000000e+01
7.355111909971529e-01	3.565274e+01	1.000000e+01
7.410517100474532e-01	3.562196e+01	1.000000e+01
7.465922290977534e-01	3.559582e+01	1.000000e+01
7.521327481480536e-01	3.557433e+01	1.000000e+01
7.576732671983539e-01	3.555747e+01	1.000000e+01
7.600799141666926e-01	3.555242e+01	1.000000e+01
7.624865611350313e-01	3.554699e+01	1.000000e+01
7.648932081033700e-01	3.554121e+01	1.000000e+01
7.672998550717088e-01	3.553506e+01	1.000000e+01
7.697065020400475e-01	3.552855e+01	1.000000e+01
7.721131490083862e-01	3.552167e+01	1.000000e+01
7.745197959767249e-01	3.551443e+01	1.000000e+01
7.745203228423631e-01	3.551443e+01	9.000000e+00
7.777849328690939e-01	3.551294e+01	9.000000e+00
7.810495428958246e-01	3.550986e+01	9.000000e+00
7.843141529225555e-01	3.550518e+01	9.000000e+00
7.875787629492862e-01	3.549891e+01	9.000000e+00
7.908433729760170e-01	3.549104e+01	9.000000e+00
7.941079830027478e-01	3.548157e+01	9.000000e+00
7.973725930294786e-01	3.547052e+01	9.000000e+00
8.063497625539799e-01	3.542311e+01	9.000000e+00
8.153269320784812e-01	3.537144e+01	9.000000e+00
8.243041016029825e-01	3.531551e+01	9.000000e+00
8.332812711274838e-01	3.525531e+01	9.000000e+00
8.422584406519852e-01	3.519085e+01	9.000000e+00
8.512356101764864e-01	3.512213e+01	9.000000e+00
8.602127797009878e-01	3.504915e+01	9.000000e+00
8.636901869956225e-01	3.501053e+01	9.000000e+00
8.671675942902574e-01	3.497270e+01	9.000000e+00
8.706450015848921e-01	3.493566e+01	9.000000e+00
8.741224088795269e-01	3.489941e+01	9.000000e+00
8.775998161741616e-01	3.486394e+01	9.000000e+00
8.810772234687965e-01	3.482926e+01	9.000000e+00
8.845546307634312e-01	3.479538e+01	9.000000e+00
8.845548941962502e-01	3.479538e+01	8.000000e+00
8.870211522482143e-01	3.477093e+01	8.000000e+00
8.894874103001785e-01	3.474694e+01	8.000000e+00
8.919536683521426e-01	3.472342e+01	8.000000e+00
8.944199264041067e-01	3.470037e+01	8.000000e+00
8.968861844560708e-01	3.467778e+01	8.000000e+00
8.993524425080350e-01	3.465565e+01	8.000000e+00
9.018187005599991e-01	3.463399e+01	8.000000e+00
9.165613406472816e-01	3.454231e+01	8.000000e+00
9.186342975942017e-01	3.453481e+01	8.000000e+00
9.207072545411219e-01	3.452766e+01	8.000000e+00
9.227802114880420e-01	3.452086e+01	8.000000e+00
9.248531684349621e-01	3.451442e+01	8.000000e+00
9.269261253818822e-01	3.450833e+01	8.000000e+00
9.289990823288025e-01	3.450260e+01	8.000000e+00
9.310720392757226e-01	3.449722e+01	8.000000e+00
9.378533088180472e-01	3.448330e+01	8.000000e+00
9.446345783603717e-01	3.447646e+01	8.000000e+00
9.514158479026963e-01	3.447670e+01	8.000000e+00
9.581971174450208e-01	3.448402e+01	8.000000e+00
9.649783869873454e-01	3.449843e+01	8.000000e+00
9.717596565296700e-01	3.451991e+01	8.000000e+00
9.785409260719945e-01	3.454848e+01	8.000000e+00
9.808728122947590e-01	3.455885e+01	8.000000e+00
9.832046985175235e-01	3.456822e+01	8.000000e+00
9.855365847402879e-01	3.457660e+01	8.000000e+00
9.878684709630523e-01	3.458399e+01	8.000000e+00
9.902003571858168e-01	3.459038e+01	8.000000e+00
9.925322434085813e-01	3.459578e+01	8.000000e+00
9.948641296313457e-01	3.460019e+01	8.000000e+00
1.002140797307900e+00	3.461608e+01	8.000000e+00
1.019326951183261e+00	3.466660e+01	8.000000e+00
1.024516097650581e+00	3.468658e+01	8.000000e+00
1.029705244117902e+00	3.470784e+01	8.000000e+00
1.034894390585221e+00	3.473038e+01	8.000000e+00
1.040083537052541e+00	3.475420e+01	8.000000e+00
1.045272683519861e+00	3.477930e+01	8.000000e+00
1.050461829987182e+00	3.480569e+01	8.000000e+00
1.055650976454501e+00	3.483336e+01	8.000000e+00
1.055651137148991e+00	3.483336e+01	7.000000e+00
1.060664809545470e+00	3.486538e+01	7.000000e+00
1.065678481941948e+00	3.489191e+01	7.000000e+00
1.070692154338426e+00	3.491296e+01	7.000000e+00
1.075705826734905e+00	3.492852e+01	7.000000e+00
1.080719499131383e+00	3.493860e+01	7.000000e+00
1.085733171527862e+00	3.494319e+01	7.000000e+00
1.090746843924340e+00	3.494230e+01	7.000000e+00
1.108598958709284e+00	3.494547e+01	7.000000e+00
1.131680624267195e+00	3.487033e+01	7.000000e+00
1.135048178104416e+00	3.485158e+01	7.000000e+00
1.135801402343217e+00	3.484625e+01	7.000000e+00
1.136554626582017e+00	3.484073e+01	7.000000e+00
1.137307850820818e+00	3.483502e+01	7.000000e+00
1.138061075059618e+00	3.482912e+01	7.000000e+00
1.138814299298419e+00	3.482304e+01	7.000000e+00
1.139567523537219e+00	3.481677e+01	7.000000e+00
1.140320747776020e+00	3.481031e+01	7.000000e+00
1.140321203910026e+00	3.481031e+01	8.000000e+00
1.144912648822334e+00	3.477399e+01	8.000000e+00
1.149504093734641e+00	3.473177e+01	8.000000e+00
1.154095538646949e+00	3.468367e+01	8.000000e+00
1.158686983559257e+00	3.462968e+01	8.000000e+00
1.163278428471564e+00	3.456981e+01	8.000000e+00
1.167869873383872e+00	3.450404e+01	8.000000e+00
1.172461318296179e+00	3.443239e+01	8.000000e+00
1.174296280243478e+00	3.440251e+01	8.000000e+00
1.176131242190777e+00	3.437228e+01	8.000000e+00
1.177966204138076e+00	3.434171e+01	8.000000e+00
1.179801166085375e+00	3.431079e+01	8.000000e+00
1.181636128032674e+00	3.427952e+01	8.000000e+00
1.183471089979973e+00	3.424790e+01	8.000000e+00
1.185306051927272e+00	3.421593e+01	8.000000e+00
1.186766104301993e+00	3.418349e+01	8.000000e+00
1.188226156676714e+00	3.415085e+01	8.000000e+00
1.189686209051436e+00	3.411799e+01	8.000000e+00
1.191146261426157e+00	3.408492e+01	8.000000e+00
1.192606313800878e+00	3.405164e+01	8.000000e+00
1.194066366175600e+00	3.401815e+01	8.000000e+00
1.195526418550321e+00	3.398444e+01	8.000000e+00
1.195526646617324e+00	3.398444e+01	6.000000e+00
1.196686823463584e+00	3.395643e+01	6.000000e+00
1.197847000309844e+00	3.392777e+01	6.000000e+00
1.199007177156105e+00	3.389844e+01	6.000000e+00
1.200167354002365e+00	3.386845e+01	6.000000e+00
1.201327530848625e+00	3.383779e+01	6.000000e+00
1.202487707694885e+00	3.380647e+01	6.000000e+00
1.203647884541145e+00	3.377449e+01	6.000000e+00
1.203648340675152e+00	3.377448e+01	5.000000e+00
1.207810237677069e+00	3.365784e+01	5.000000e+00
1.211972134678986e+00	3.353836e+01	5.000000e+00
1.216134031680903e+00	3.341605e+01	5.000000e+00
1.220295928682820e+00	3.329089e+01	5.000000e+00
1.224457825684737e+00	3.316291e+01	5.000000e+00
1.228619722686654e+00	3.303208e+01	5.000000e+00
1.232781619688571e+00	3.289841e+01	5.000000e+00
1.236696052332620e+00	3.276547e+01	5.000000e+00
1.240610484976669e+00	3.263054e+01	5.000000e+00
1.244524917620718e+00	3.249361e+01	5.000000e+00
1.248439350264767e+00	3.235469e+01	5.000000e+00
1.252353782908816e+00	3.221378e+01	5.000000e+00
1.256268215552865e+00	3.207087e+01	5.000000e+00
1.260182648196915e+00	3.192598e+01	5.000000e+00
1.273051489029749e+00	3.145870e+01	5.000000e+00
1.275404094603594e+00	3.136071e+01	5.000000e+00
1.277756700177438e+00	3.126303e+01	5.000000e+00
1.280109305751283e+00	3.116565e+01	5.000000e+00
1.282461911325127e+00	3.106859e+01	5.000000e+00
1.284814516898972e+00	3.097183e+01	5.000000e+00
1.287167122472817e+00	3.087537e+01	5.000000e+00
1.289519728046661e+00	3.077923e+01	5.000000e+00
1.293724500466947e+00	3.061782e+01	5.000000e+00
1.297929272887232e+00	3.045210e+01	5.000000e+00
1.302134045307518e+00	3.028206e+01	5.000000e+00
1.306338817727803e+00	3.010772e+01	5.000000e+00
1.310543590148089e+00	2.992906e+01	5.000000e+00
1.314748362568374e+00	2.974609e+01	5.000000e+00
1.318953134988660e+00	2.955881e+01	5.000000e+00
1.321929218690703e+00	2.942507e+01	5.000000e+00
1.324905302392747e+00	2.929180e+01	5.000000e+00
1.327881386094791e+00	2.915900e+01	5.000000e+00
1.330857469796834e+00	2.902668e+01	5.000000e+00
1.333833553498878e+00	2.889482e+01	5.000000e+00
1.336809637200921e+00	2.876345e+01	5.000000e+00
1.339785720902965e+00	2.863254e+01	5.000000e+00
1.342903354519788e+00	2.849754e+01	5.000000e+00
1.346020988136611e+00	2.836379e+01	5.000000e+00
1.349138621753434e+00	2.823128e+01	5.000000e+00
1.352256255370258e+00	2.810002e+01	5.000000e+00
1.355373888987081e+00	2.796999e+01	5.000000e+00
1.358491522603904e+00	2.784121e+01	5.000000e+00
1.361609156220727e+00	2.771368e+01	5.000000e+00
1.369619587306209e+00	2.739348e+01	5.000000e+00
1.379844937759122e+00	2.701669e+01	5.000000e+00
1.380717765913680e+00	2.697949e+01	5.000000e+00
1.381590594068238e+00	2.694244e+01	5.000000e+00
1.382463422222797e+00	2.690554e+01	5.000000e+00
1.383336250377355e+00	2.686879e+01	5.000000e+00
1.384209078531913e+00	2.683219e+01	5.000000e+00
1.385081906686472e+00	2.679574e+01	5.000000e+00
1.385954734841030e+00	2.675945e+01	5.000000e+00
1.385955332873339e+00	2.675942e+01	7.000000e+00
1.389413654117535e+00	2.661740e+01	7.000000e+00
1.392871975361732e+00	2.647809e+01	7.000000e+00
1.396330296605928e+00	2.634151e+01	7.000000e+00
1.399788617850124e+00	2.620765e+01	7.000000e+00
1.403246939094321e+00	2.607651e+01	7.000000e+00
1.406705260338517e+00	2.594810e+01	7.000000e+00
1.410163581582713e+00	2.582240e+01	7.000000e+00
1.410164054543929e+00	2.582239e+01	8.000000e+00
1.413309470842552e+00	2.571336e+01	8.000000e+00
1.416454887141174e+00	2.560757e+01	8.000000e+00
1.419600303439797e+00	2.550500e+01	8.000000e+00
1.422745719738419e+00	2.540567e+01	8.000000e+00
1.425891136037041e+00	2.530957e+01	8.000000e+00
1.429036552335664e+00	2.521671e+01	8.000000e+00
1.432181968634286e+00	2.512707e+01	8.000000e+00
1.432182727667242e+00	2.512705e+01	9.000000e+00
1.435735652497084e+00	2.502001e+01	9.000000e+00
1.439288577326926e+00	2.491395e+01	9.000000e+00
1.442841502156768e+00	2.480887e+01	9.000000e+00
1.446394426986610e+00	2.470477e+01	9.000000e+00
1.449947351816452e+00	2.460166e+01	9.000000e+00
1.453500276646295e+00	2.449954e+01	9.000000e+00
1.457053201476137e+00	2.439839e+01	9.000000e+00
1.462840470056806e+00	2.422862e+01	9.000000e+00
1.468827455986066e+00	2.405984e+01	9.000000e+00
1.475954159586023e+00	2.387131e+01	9.000000e+00
1.478055566995335e+00	2.381646e+01	9.000000e+00
1.478056456291741e+00	2.381644e+01	7.000000e+00
1.482291966378239e+00	2.370963e+01	7.000000e+00
1.486527476464737e+00	2.360761e+01	7.000000e+00
1.490762986551235e+00	2.351035e+01	7.000000e+00
1.494998496637733e+00	2.341787e+01	7.000000e+00
1.499234006724231e+00	2.333017e+01	7.000000e+00
1.503469516810729e+00	2.324724e+01	7.000000e+00
1.507705026897227e+00	2.316908e+01	7.000000e+00
1.513233357614279e+00	2.307568e+01	7.000000e+00
1.518761688331331e+00	2.298600e+01	7.000000e+00
1.524290019048382e+00	2.290004e+01	7.000000e+00
1.529818349765434e+00	2.281780e+01	7.000000e+00
1.535346680482486e+00	2.273929e+01	7.000000e+00
1.540875011199537e+00	2.266450e+01	7.000000e+00
1.546403341916589e+00	2.259343e+01	7.000000e+00
1.569423118176065e+00	2.218328e+01	7.000000e+00
1.574355919494101e+00	2.208976e+01	7.000000e+00
1.579288720812137e+00	2.199710e+01	7.000000e+00
1.584221522130173e+00	2.190529e+01	7.000000e+00
1.589154323448209e+00	2.181435e+01	7.000000e+00
1.594087124766244e+00	2.172427e+01	7.000000e+00
1.599019926084280e+00	2.163505e+01	7.000000e+00
1.603952727402316e+00	2.154670e+01	7.000000e+00
1.609139290710601e+00	2.143895e+01	7.000000e+00
1.609140083520645e+00	2.143893e+01	8.000000e+00
1.614382751512067e+00	2.133307e+01	8.000000e+00
1.619625419503489e+00	2.122798e+01	8.000000e+00
1.624868087494911e+00	2.112368e+01	8.000000e+00
1.630110755486333e+00	2.102016e+01	8.000000e+00
1.635353423477755e+00	2.091741e+01	8.000000e+00
1.640596091469177e+00	2.081545e+01	8.000000e+00
1.645838759460599e+00	2.071427e+01	8.000000e+00
1.649855646424060e+00	2.063164e+01	8.000000e+00
1.653644089263740e+00	2.055130e+01	8.000000e+00
1.659050029830499e+00	2.044050e+01	8.000000e+00
1.662514870230302e+00	2.037209e+01	8.000000e+00
1.665082081078985e+00	2.032255e+01	8.000000e+00
1.665083047831328e+00	2.032253e+01	5.000000e+00
1.669292234074194e+00	2.024102e+01	5.000000e+00
1.673501420317060e+00	2.015888e+01	5.000000e+00
1.677710606559925e+00	2.007610e+01	5.000000e+00
1.681919792802791e+00	1.999268e+01	5.000000e+00
1.686128979045657e+00	1.990862e+01	5.000000e+00
1.690338165288523e+00	1.982393e+01	5.000000e+00
1.694547351531388e+00	1.973860e+01	5.000000e+00
1.700461748606565e+00	1.960636e+01	5.000000e+00
1.705323719360974e+00	1.950164e+01	5.000000e+00
1.715047660869794e+00	1.930768e+01	5.000000e+00
1.729106339153674e+00	1.904094e+01	5.000000e+00
1.735103021941488e+00	1.891665e+01	5.000000e+00
1.741099704729303e+00	1.879451e+01	5.000000e+00
1.747096387517117e+00	1.867450e+01	5.000000e+00
1.753093070304931e+00	1.855664e+01	5.000000e+00
1.759089753092746e+00	1.844092e+01	5.000000e+00
1.765086435880560e+00	1.832734e+01	5.000000e+00
1.771083118668375e+00	1.821590e+01	5.000000e+00
1.773259527501644e+00	1.817577e+01	5.000000e+00
1.775435936334913e+00	1.813574e+01	5.000000e+00
1.777612345168182e+00	1.809580e+01	5.000000e+00
1.779788754001451e+00	1.805596e+01	5.000000e+00
1.781965162834720e+00	1.801623e+01	5.000000e+00
1.784141571667989e+00	1.797659e+01	5.000000e+00
1.786317980501258e+00	1.793705e+01	5.000000e+00
1.799094812943273e+00	1.770081e+01	5.000000e+00
1.801329376632038e+00	1.765089e+01	5.000000e+00
1.804669097731751e+00	1.755991e+01	5.000000e+00
1.808008818831463e+00	1.747016e+01	5.000000e+00
1.811348539931176e+00	1.738165e+01	5.000000e+00
1.814688261030888e+00	1.729438e+01	5.000000e+00
1.818027982130601e+00	1.720835e+01	5.000000e+00
1.821367703230313e+00	1.712355e+01	5.000000e+00
1.824707424330026e+00	1.703999e+01	5.000000e+00
1.824708066918240e+00	1.703997e+01	4.000000e+00
1.827744315721500e+00	1.695823e+01	4.000000e+00
1.830780564524760e+00	1.687676e+01	4.000000e+00
1.833816813328020e+00	1.679555e+01	4.000000e+00
1.836853062131280e+00	1.671461e+01	4.000000e+00
1.839889310934539e+00	1.663394e+01	4.000000e+00
1.842925559737799e+00	1.655353e+01	4.000000e+00
1.845961808541059e+00	1.647339e+01	4.000000e+00
1.853410265252293e+00	1.628414e+01	4.000000e+00
1.870190783461100e+00	1.586302e+01	4.000000e+00
1.876913625385458e+00	1.569217e+01	4.000000e+00
1.883636467309815e+00	1.552572e+01	4.000000e+00
1.890359309234173e+00	1.536367e+01	4.000000e+00
1.897082151158530e+00	1.520602e+01	4.000000e+00
1.903804993082888e+00	1.505277e+01	4.000000e+00
1.910527835007245e+00	1.490392e+01	4.000000e+00
1.917250676931602e+00	1.475948e+01	4.000000e+00
1.917251244303618e+00	1.475947e+01	5.000000e+00
